"UniqueKey","RECSTATUS","GlobalRecordId","FirstSaveLogonName","FirstSaveTime","LastSaveLogonName","LastSaveTime","FKEY","study_id_expo","trial_expo","Group_expo","Time1","dayspostcalving","from1","to1","Def","COV","DetectionMethod","Ounit1","stratifyingvariable","study_id_expo1","T","trial_expo1","U","Estimatetype","Estimatescale","Group_expo1","CIlevel"
1,1,f0f80d25-bfd1-441e-bc87-6421c77ed324,ADDS\mafifi,1/7/2019 1:42:03 PM,ADDS\mafifi,1/7/2019 2:01:04 PM,063c80c1-d680-4dc1-9097-24b98e3881bc,709,1,1_Cephalonium,1,,0,10," the absence of a pathogen in the post-calving
sample that had been present at DO",,Culture,Quarter,No-stratification (totals),,,,,,,,
2,1,84d16ac5-2f7d-461f-801b-c94165618d74,ADDS\mafifi,1/7/2019 1:44:12 PM,ADDS\mafifi,10/31/2019 1:51:05 PM,82c3ff03-f480-4a8d-8009-aa27abe13b3c,709,1,2_Cephalonium+TS,1,,0,10,,,Culture,Quarter,No-stratification (totals),709,1,1,Quarter,,,2_Cephalonium+TS,
3,1,d113c58d-6335-4d99-b306-437285ccea0b,ADDS\mafifi,1/7/2019 1:46:13 PM,ADDS\mafifi,1/7/2019 2:04:03 PM,bc0e4a34-21f0-4361-9680-bc6734a22fb2,709,1,3_TS only,1,,,,,,Culture,Quarter,No-stratification (totals),,,,,,,,
4,1,cdbbc98e-8b2e-4ee3-9b1f-d907bed9aefa,ADDS\mafifi,1/7/2019 1:49:14 PM,ADDS\mafifi,1/7/2019 2:05:27 PM,3cc767d4-d034-417c-b485-9c8b27861d42,709,1,4_Cephalonium+TS,1,,0,10,,,Culture,Quarter,No-stratification (totals),,,,,,,,
5,1,c31b4cd3-dcbc-48fa-a526-bf01d6aa17a4,ADDS\mafifi,3/20/2019 6:51:03 PM,ADDS\mafifi,3/26/2019 2:12:30 PM,8fc60e5d-16d9-4db0-a2b6-8af8237c6395,25,1,1_Cloxa,1,15,,,all quarters from which it was not possible to isolate the bacteria initially present when two samples were taken,,Culture,Quarter,No-stratification (totals),,,,,,,,
6,1,74c9e9b7-5e9f-464f-9f8b-8a2285119810,ADDS\mafifi,3/20/2019 6:53:41 PM,ADDS\mafifi,3/20/2019 7:19:44 PM,1f5b76df-b33f-4550-8bc2-8a3af01a9825,25,1,2_PenicillinG,1,,,,all quarters from which it was not possible to isolate the bacteria initially present when two samples were taken.,,Culture,Quarter,No-stratification (totals),,,,,,,,
7,1,7fae4a47-b454-4ced-8e1e-c1279b76a3b5,ADDS\mafifi,3/20/2019 7:07:11 PM,ADDS\mafifi,3/20/2019 7:19:35 PM,1f5b76df-b33f-4550-8bc2-8a3af01a9825,25,1,2_Pen+strept,1,,,,all quarters from which it was not possible to isolate the bacteria initially present when two samples were taken.,,Culture,Quarter,Others,,,,,,,,
8,1,3e1e2d28-7e76-4ced-a61e-0e64842bfa95,ADDS\mafifi,3/20/2019 7:19:10 PM,ADDS\mafifi,3/24/2019 1:14:04 AM,8fc60e5d-16d9-4db0-a2b6-8af8237c6395,25,1,1_Cloxa,1,15,,,all quarters from which it was not possible to isolate the bacteria initially present when two samples were taken,,Culture,Quarter,Others,,,,,,,,
9,1,0f6ddd3a-aa90-4ce0-977b-c29265976821,ADDS\mafifi,3/21/2019 11:34:21 AM,ADDS\mafifi,3/21/2019 11:34:21 AM,f5214058-4423-4691-8da7-3a23954e4f42,59,1,1_-ve control,1,7,,,not reported,,Culture,Cow,No-stratification (totals),,,,,,,,
10,1,1cb019dd-13a3-49bf-a015-2fed7cfb28a8,ADDS\mafifi,3/21/2019 11:34:52 AM,ADDS\mafifi,3/21/2019 11:39:19 AM,f5214058-4423-4691-8da7-3a23954e4f42,59,1,1_-ve control,1,7,,,not reported,,Culture,Quarter,No-stratification (totals),,,,,,,,
11,1,4a1604f3-7d71-47d6-9500-838f0256db1c,ADDS\mafifi,3/21/2019 11:35:47 AM,ADDS\mafifi,3/21/2019 11:35:47 AM,56904588-58e8-45f4-8ae4-b38e62ad5b89,59,1,2_Spiramycin,1,7,,,,,Culture,Cow,No-stratification (totals),,,,,,,,
12,1,658f4a6c-7ac3-4b74-9675-3e7eb9539c65,ADDS\mafifi,3/21/2019 11:36:11 AM,ADDS\mafifi,3/21/2019 11:36:11 AM,56904588-58e8-45f4-8ae4-b38e62ad5b89,59,1,2_Spiramycin,1,7,,,,,Culture,Quarter,No-stratification (totals),,,,,,,,
13,1,cda7674d-b1ef-467c-ac76-d89bea0c7783,ADDS\mafifi,3/21/2019 11:36:56 AM,ADDS\mafifi,3/21/2019 11:36:56 AM,6436e0f0-4e3e-42a1-a7bf-727c3bdd2d4a,59,1,3_Spiramycin,1,7,,,,,Culture,Cow,No-stratification (totals),,,,,,,,
14,1,a5266644-9440-49ef-8348-c48597db5a22,ADDS\mafifi,3/21/2019 11:37:17 AM,ADDS\mafifi,3/21/2019 11:37:17 AM,6436e0f0-4e3e-42a1-a7bf-727c3bdd2d4a,59,1,3_Spiramycin,1,7,,,,,Culture,Quarter,No-stratification (totals),,,,,,,,
15,1,e003b47b-008c-4049-8c5a-62d10d1012db,ADDS\mafifi,3/21/2019 11:38:12 AM,ADDS\mafifi,3/21/2019 11:38:12 AM,03f324a2-66f8-4547-b115-fb2bf939aba9,59,1,4_Spiramycin,1,7,,,,,Culture,Cow,No-stratification (totals),,,,,,,,
16,1,40a99d00-7c81-4850-bb0b-d6396d1dd048,ADDS\mafifi,3/21/2019 11:38:38 AM,ADDS\mafifi,3/21/2019 11:38:38 AM,03f324a2-66f8-4547-b115-fb2bf939aba9,59,1,4_Spiramycin,1,7,,,,,Culture,Quarter,No-stratification (totals),,,,,,,,
17,1,1c2aee72-2e29-4fa8-81ee-c73a51e756af,ADDS\mafifi,3/21/2019 1:49:24 PM,ADDS\mafifi,3/21/2019 1:49:24 PM,e8ce1f96-7f15-48af-9ff9-c771b0493625,108,1,1_Novobiocin+Pen,1,21,,,Absence of causative organism in all subsequent milk samples,,Culture,Quarter,No-stratification (totals),,,,,,,,
18,1,ca341b0d-4ac6-4a57-b5ba-516f407327c7,ADDS\mafifi,3/21/2019 1:52:43 PM,ADDS\mafifi,3/21/2019 1:52:43 PM,5553a5be-9243-4db2-89af-71ececaec647,108,1,2_Novobiocin+Pen,1,,,,,,Culture,Quarter,No-stratification (totals),,,,,,,,
19,1,415e829a-ffac-4240-814b-d1f8233807fe,ADDS\mafifi,3/21/2019 1:54:42 PM,ADDS\mafifi,3/21/2019 1:55:47 PM,36ed0164-eb8a-4656-8a65-927b4017db92,108,1,3_-ve control,1,,,,,,Culture,Quarter,No-stratification (totals),,,,,,,,
20,1,3c66293b-4fe8-43a9-a3ac-20fdcf169698,ADDS\mafifi,3/21/2019 2:52:28 PM,ADDS\mafifi,3/21/2019 5:30:58 PM,0c302109-6c5a-493d-aa15-dfa6dcc80200,110,1,1_Cloxa,1,,2,4,"A quarter was regarded as cured, or quarter infection eliminated when the type of pathogen isolated at drying off was not recovered from the milk sample collected after calving.",,Culture,Quarter,No-stratification (totals),,,,,,,,
21,1,965202e3-843b-419e-8d87-66b7e6d9ba36,ADDS\mafifi,3/21/2019 2:56:11 PM,ADDS\mafifi,3/21/2019 5:12:50 PM,0c302109-6c5a-493d-aa15-dfa6dcc80200,110,1,1_Cloxa,1,,2,4,"A quarter was regarded as cured, or quarter infection eliminated when the type of pathogen isolated at drying off was not recovered from the milk sample collected after calving.",,Culture,Quarter,Parity,,,,,,,,
22,1,d34e5710-8a58-4f4e-b56c-b3b76c2a6363,ADDS\mafifi,3/21/2019 5:15:05 PM,ADDS\mafifi,3/21/2019 5:31:54 PM,863fe45a-2299-405a-b35c-e26cb17e93cf,110,1,2_Naficillin+Pen+Strept,1,,2,4,"A quarter was regarded as cured, or quarter infection eliminated when the type of pathogen isolated at drying off was not recovered from the milk sample collected after calving.",,Culture,Quarter,No-stratification (totals),,,,,,,,
23,1,ce8e9f22-2815-431d-ba7c-3da6103ea076,ADDS\mafifi,3/21/2019 5:33:44 PM,ADDS\mafifi,3/21/2019 5:33:44 PM,863fe45a-2299-405a-b35c-e26cb17e93cf,110,1,2_Naficillin+Pen+Strept,1,,2,4,"A quarter was regarded as cured, or quarter infection eliminated when the type of pathogen isolated at drying off was not recovered from the milk sample collected after calving.",,Culture,Quarter,Parity,,,,,,,,
24,1,60503dd8-5b20-4975-bf78-831b1821abf3,ADDS\mafifi,3/21/2019 5:35:21 PM,ADDS\mafifi,3/21/2019 5:35:21 PM,accf12e6-1528-453a-85cc-0727cf492fe5,110,1,3_Cephalonium,1,,,,"A quarter was regarded as cured, or quarter infection eliminated when the type of pathogen isolated at drying off was not recovered from the milk sample collected after calving.",,Culture,Quarter,No-stratification (totals),,,,,,,,
25,1,6bb270dc-b250-447d-ad1e-87f758bdd8b8,ADDS\mafifi,3/21/2019 5:36:57 PM,ADDS\mafifi,3/21/2019 5:36:57 PM,accf12e6-1528-453a-85cc-0727cf492fe5,110,1,3_Cephalonium,1,,,,"A quarter was regarded as cured, or quarter infection eliminated when the type of pathogen isolated at drying off was not recovered from the milk sample collected after calving.",,Culture,Quarter,Parity,,,,,,,,
26,1,6c710c38-e10a-4bdf-a562-de3ba137c246,ADDS\mafifi,3/23/2019 1:48:07 AM,ADDS\mafifi,3/23/2019 1:55:42 AM,d8f68ad9-47e1-4b90-836d-b60e5bcd5fbe,115,1,1_Naficillin+Pen+Strept,1,7,,,Cure rate based on first after calving sample,,Culture,Quarter,No-stratification (totals),,,,,,,,
27,1,202da8a7-4064-4223-a90d-917f2b0da786,ADDS\mafifi,3/23/2019 1:48:20 AM,ADDS\mafifi,3/23/2019 1:55:59 AM,d8f68ad9-47e1-4b90-836d-b60e5bcd5fbe,115,1,1_Naficillin+Pen+Strept,2,14,,,Cure rate based on both after calving samples,,Culture,Quarter,No-stratification (totals),115,2,1,Quarter,OR,linear,1_Naficillin+Pen+Strept,95%
28,1,705414e8-99bc-40b2-9464-e5cc05507925,ADDS\mafifi,3/23/2019 2:05:12 AM,ADDS\mafifi,3/23/2019 2:06:29 AM,ac1869a4-c09a-49b4-aed6-4567d2c9504c,115,1,2_Cefquinome,1,7,,,Cure rate based on first after calving sample,,Culture,Quarter,No-stratification (totals),,,,,,,,
29,1,b7975a16-08cd-452d-964b-292dc496c1e7,ADDS\mafifi,3/23/2019 2:06:05 AM,ADDS\mafifi,3/23/2019 2:06:18 AM,ac1869a4-c09a-49b4-aed6-4567d2c9504c,115,1,2_Cefquinome,2,14,,,Cure rate based on first after calving sample,,Culture,Quarter,No-stratification (totals),,,,,,,,
30,1,3c447dd8-ef3d-49a6-a710-f47918d588be,ADDS\mafifi,3/23/2019 10:49:46 PM,ADDS\mafifi,9/10/2019 3:04:07 PM,dec85153-a80f-4f29-8a2a-4464ff36cbd3,118,1,1_Cefquinome,1,,,, A cure was defined as the absence of a pathogen in the postcalving sample that had been present at drying off,,Culture,Quarter,No-stratification (totals),,,,,,,,
31,1,5fb69508-47e8-44e4-bf0a-d72061073e56,ADDS\mafifi,3/23/2019 11:00:29 PM,ADDS\mafifi,11/25/2019 2:11:44 PM,f128ad75-a47f-4549-b50e-6307d14395e3,118,1,2_Cloxa+TS,1,,0,10," A cure was defined as the absence of
a pathogen in the postcalving sample that had been
present at drying off",,Culture,Quarter,No-stratification (totals),118,1,1,Quarter,,,2_Cloxa+TS,
32,1,90b5f89c-c1e1-4f23-b1b5-ba4175163aaf,ADDS\mafifi,3/23/2019 11:09:39 PM,ADDS\mafifi,9/10/2019 3:09:07 PM,17e05517-7c38-41a1-b6da-20eb61944bd1,118,1,3_Cloxa,1,,0,10, A cure was defined as the absence of a pathogen in the postcalving sample that had been present at drying off,,Culture,Quarter,No-stratification (totals),,,,,,,,
33,1,91576eac-216c-4b99-af3a-f90cdefb9ca4,ADDS\mafifi,3/24/2019 12:50:03 AM,ADDS\mafifi,3/24/2019 1:09:06 AM,bf8524c5-4a73-4acd-af5a-75d0872e61d1,113,1,2_Cloxa,1,,,," An infected quarter was regarded cured if bacterial pathogens could not be cultured from at least two of the three post-calving milk
samples.",,Culture,Quarter,No-stratification (totals),,,,,,,,
34,1,b0046891-2460-4d58-9896-6bccad826539,ADDS\mafifi,3/24/2019 12:50:32 AM,ADDS\mafifi,3/24/2019 12:54:15 AM,95e5b282-6e11-4d45-a4f0-976ca209f8fe,113,1,1_Cephalonium,1,,0,7," An infected quarter was regarded cured if bacterial pathogens could not be cultured from at least two of the three post-calving milk
samples.",,Culture,Quarter,No-stratification (totals),,,,,,,,
35,1,8ff6e0a6-432e-4bf5-8249-d4df60b12c8e,ADDS\mafifi,3/24/2019 1:00:10 AM,ADDS\mafifi,3/24/2019 1:10:28 AM,95e5b282-6e11-4d45-a4f0-976ca209f8fe,113,1,1_Cephalonium,1,,0,7," An infected quarter was regarded cured if bacterial pathogens could not be cultured from at least two of the three post-calving milk
samples.",,Culture,Quarter,Others,,,,,,,,
36,1,7e787ec4-0147-4fad-ab97-a86890bbf1b2,ADDS\mafifi,3/24/2019 1:05:28 AM,ADDS\mafifi,3/24/2019 1:08:38 AM,bf8524c5-4a73-4acd-af5a-75d0872e61d1,113,1,2_Cloxa,1,,,," An infected quarter was regarded cured if bacterial pathogens could not be cultured from at least two of the three post-calving milk
samples.",,Culture,Quarter,Others,,,,,,,,
37,1,f1b47678-0070-46a1-a300-bf7983aa05ef,ADDS\mafifi,3/24/2019 1:48:02 AM,ADDS\mafifi,3/24/2019 1:48:02 AM,f2de3531-347a-4a85-b6ec-c180a602ba1f,120,1,1_Cloxa,1,,7,10,,,Culture,Quarter,No-stratification (totals),,,,,,,,
38,1,099bc7d1-34a9-4d0e-88a6-60979dec74c4,ADDS\mafifi,3/24/2019 1:48:44 AM,ADDS\mafifi,3/24/2019 1:48:44 AM,da9cbb0e-460d-42bb-b11d-20542446a9bb,120,1,2_Novobiocin+Pen,1,,7,10,,,Culture,Quarter,No-stratification (totals),,,,,,,,
39,1,18be6e53-f7f3-46e6-8070-40afac220890,ADDS\mafifi,3/24/2019 1:49:23 AM,ADDS\mafifi,3/24/2019 1:54:34 AM,f3da854d-c91c-4e65-bd2d-e6f258f19509,120,1,3_PenicillinG,1,,7,10,if the samples at calving and seven to ten days after calving were negative on culture (free of any known mastitis pathogen,,Culture,Quarter,No-stratification (totals),,,,,,,,
